doctor_id,first_name,last_name,specialization,phone_number,years_experience,hospital_id,hospital_branch,email,reputation_score,public_medical_opinion_index
DOC-00008394,Jesus,Villegas,Gynecology,0320347089,10,HOSP-SAU-00238,King Abdulaziz University Hospital,dr.jesus.villegas@kingabdulazizunivers.com,3.09,64.68
DOC-00008395,Jordan,Federico,Obstetrics,+55 21 3583 9672,13,HOSP-SAU-00238,King Abdulaziz University Hospital,dr.jordan.federico@kingabdulazizunivers.com,3.51,68.56
DOC-00008396,Norman,الجفالي,Oncology,15889578631,4,HOSP-SAU-00238,King Abdulaziz University Hospital,dr.norman.الجفالي@kingabdulazizunivers.com,2.97,68.58
DOC-00008397,Stephanie,Wright,Oncology,0900-802-1855,13,HOSP-SAU-00238,King Abdulaziz University Hospital,dr.stephanie.wright@kingabdulazizunivers.com,3.75,68.82
DOC-00008398,Renata,Jones,Obstetrics,+91 407 2822922,8,HOSP-SAU-00238,King Abdulaziz University Hospital,dr.renata.jones@kingabdulazizunivers.com,2.64,58.99
DOC-00008399,Robert,Naser,Gynecology,+61 2 7923 0351,7,HOSP-SAU-00238,King Abdulaziz University Hospital,dr.robert.naser@kingabdulazizunivers.com,2.62,49.1
DOC-00008400,Juan Pablo,Brito,Radiology,+39 0322681671,5,HOSP-SAU-00239,King Fahd General Hospital,dr.juan pablo.brito@kingfahdgeneralhospi.com,2.5,56.51
DOC-00008401,Apollo,बनर्जी,Anesthesiology,11 7779-5475,7,HOSP-SAU-00239,King Fahd General Hospital,dr.apollo.बनर्जी@kingfahdgeneralhospi.com,3.41,66.25
DOC-00008402,Nazaret,Campbell,Anesthesiology,+91 925 6939077,7,HOSP-SAU-00239,King Fahd General Hospital,dr.nazaret.campbell@kingfahdgeneralhospi.com,3.06,53.69
DOC-00008403,艳,曾,Infectious Disease,0500 352 0127,4,HOSP-SAU-00239,King Fahd General Hospital,dr.艳.曾@kingfahdgeneralhospi.com,3.01,60.11
DOC-00008404,陽一,العجلان,Anesthesiology,18139904656,9,HOSP-SAU-00239,King Fahd General Hospital,dr.陽一.العجلان@kingfahdgeneralhospi.com,3.12,72.23
DOC-00008405,Josefa,Evans,Radiology,+1-402-960-9039x94215,8,HOSP-SAU-00239,King Fahd General Hospital,dr.josefa.evans@kingfahdgeneralhospi.com,2.85,65.14
DOC-00008406,Gabriel,Molins,Radiology,590.333.8646x8217,8,HOSP-SAU-00239,King Fahd General Hospital,dr.gabriel.molins@kingfahdgeneralhospi.com,3.4,72.68
DOC-00008407,Jose Miguel,藤井,Rheumatology,+91 0550468285,10,HOSP-SAU-00239,King Fahd General Hospital,dr.jose miguel.藤井@kingfahdgeneralhospi.com,3.56,77.82
DOC-00008408,سخاء,石井,Anesthesiology,+61.2.7735.8921,8,HOSP-SAU-00239,King Fahd General Hospital,dr.سخاء.石井@kingfahdgeneralhospi.com,2.84,59.78
DOC-00008409,Shawn,Miller,Radiology,(041) 3790-0918,5,HOSP-SAU-00239,King Fahd General Hospital,dr.shawn.miller@kingfahdgeneralhospi.com,2.99,57.54
DOC-00008410,अनिल,Martin,Cardiology,0161 496 0234,17,HOSP-SAU-00239,King Fahd General Hospital,dr.अनिल.martin@kingfahdgeneralhospi.com,3.82,78.25
DOC-00008411,James,Miller,Radiology,13288120642,13,HOSP-SAU-00239,King Fahd General Hospital,dr.james.miller@kingfahdgeneralhospi.com,3.27,59.6
DOC-00008412,Sophie,윤,Anesthesiology,018-462-7138,8,HOSP-SAU-00239,King Fahd General Hospital,dr.sophie.윤@kingfahdgeneralhospi.com,3.39,66.2
DOC-00008413,Jayne,山本,Anesthesiology,(775)593-8373,7,HOSP-SAU-00239,King Fahd General Hospital,dr.jayne.山本@kingfahdgeneralhospi.com,2.71,58.17
DOC-00008414,Jochen,王,Radiology,001-264-647-7215x9526,19,HOSP-SAU-00239,King Fahd General Hospital,dr.jochen.王@kingfahdgeneralhospi.com,3.78,76.63
DOC-00008415,Puccio,गोयल,Cardiology,031-706-1590,7,HOSP-SAU-00239,King Fahd General Hospital,dr.puccio.गोयल@kingfahdgeneralhospi.com,3.38,67.17
DOC-00008416,Matthew,岡田,Obstetrics,070-7508-1949,13,HOSP-SAU-00239,King Fahd General Hospital,dr.matthew.岡田@kingfahdgeneralhospi.com,3.02,53.29
DOC-00008417,Gaetano,Alcolea,Radiology,018-20465784,11,HOSP-SAU-00239,King Fahd General Hospital,dr.gaetano.alcolea@kingfahdgeneralhospi.com,3.61,70.51
DOC-00008418,七夏,Rocha,Urology,0900-272-3153,7,HOSP-SAU-00239,King Fahd General Hospital,dr.七夏.rocha@kingfahdgeneralhospi.com,3.01,63.01
DOC-00008419,عزّت,آل عايض,Cardiology,15072740500,21,HOSP-SAU-00239,King Fahd General Hospital,dr.عزّت.آل عايض@kingfahdgeneralhospi.com,3.42,62.26
DOC-00008420,Benjamin,المشاولة,Cardiology,+34885 065 953,17,HOSP-SAU-00239,King Fahd General Hospital,dr.benjamin.المشاولة@kingfahdgeneralhospi.com,3.84,76.96
DOC-00008421,영희,Alves,Anesthesiology,230.394.7827,23,HOSP-SAU-00239,King Fahd General Hospital,dr.영희.alves@kingfahdgeneralhospi.com,3.65,76.6
DOC-00008422,Amber,पिल्लई,Radiology,+34 978 504 572,9,HOSP-SAU-00239,King Fahd General Hospital,dr.amber.पिल्लई@kingfahdgeneralhospi.com,3.5,63.64
DOC-00008423,Ayla,Brown,Cardiology,(874)430-9557,6,HOSP-SAU-00239,King Fahd General Hospital,dr.ayla.brown@kingfahdgeneralhospi.com,3.34,60.54
DOC-00008424,Sabatino,भटनागर,Cardiology,1-672-355-4213,12,HOSP-SAU-00239,King Fahd General Hospital,dr.sabatino.भटनागर@kingfahdgeneralhospi.com,3.19,56.17
DOC-00008425,كاشف,노,Anesthesiology,+91 4910802706,12,HOSP-SAU-00239,King Fahd General Hospital,dr.كاشف.노@kingfahdgeneralhospi.com,3.56,79.83
DOC-00008426,Gail,Käster,Radiology,+91 612 9012795,13,HOSP-SAU-00239,King Fahd General Hospital,dr.gail.käster@kingfahdgeneralhospi.com,2.86,56.43
DOC-00008427,Zoé,शर्मा,Radiology,0300-531-6250,10,HOSP-SAU-00239,King Fahd General Hospital,dr.zoé.शर्मा@kingfahdgeneralhospi.com,3.56,76.14
DOC-00008428,كرم,Peterson,Anesthesiology,+49(0) 447957777,10,HOSP-SAU-00239,King Fahd General Hospital,dr.كرم.peterson@kingfahdgeneralhospi.com,3.24,62.13
DOC-00008429,صهيب,Smith,Anesthesiology,951.995.5255x677,5,HOSP-SAU-00239,King Fahd General Hospital,dr.صهيب.smith@kingfahdgeneralhospi.com,3.03,55.97
DOC-00008430,篤司,Gálvez,Cardiology,070-3055-3036,7,HOSP-SAU-00239,King Fahd General Hospital,dr.篤司.gálvez@kingfahdgeneralhospi.com,3.39,63.34
DOC-00008431,Maite,राय,Hematology,275-284-8108,7,HOSP-SAU-00239,King Fahd General Hospital,dr.maite.राय@kingfahdgeneralhospi.com,2.43,46.02
DOC-00008432,Ernst-August,सिंह,Nephrology,04 38 53 26 66,12,HOSP-SAU-00239,King Fahd General Hospital,dr.ernst-august.सिंह@kingfahdgeneralhospi.com,3.38,69.06
DOC-00008433,ساهر,Laroche,Cardiology,+61-3-4657-5509,24,HOSP-SAU-00239,King Fahd General Hospital,dr.ساهر.laroche@kingfahdgeneralhospi.com,3.93,75.77
DOC-00008434,琳,Jackson,Pediatrics,15854772063,6,HOSP-SAU-00239,King Fahd General Hospital,dr.琳.jackson@kingfahdgeneralhospi.com,3.25,62.49
DOC-00008435,Janice,Hänel,Emergency Medicine,58-5451-7512,4,HOSP-SAU-00239,King Fahd General Hospital,dr.janice.hänel@kingfahdgeneralhospi.com,2.42,50.26
DOC-00008436,学,Rodgers,Cardiology,588-419-9821x19672,8,HOSP-SAU-00239,King Fahd General Hospital,dr.学.rodgers@kingfahdgeneralhospi.com,3.38,72.85
DOC-00008437,东,崔,Anesthesiology,(021) 7536-5198,14,HOSP-SAU-00239,King Fahd General Hospital,dr.东.崔@kingfahdgeneralhospi.com,3.14,65.38
DOC-00008438,Courtney,Méndez,Radiology,080-4303-3841,11,HOSP-SAU-00239,King Fahd General Hospital,dr.courtney.méndez@kingfahdgeneralhospi.com,2.93,65.68
DOC-00008439,篤司,张,Oncology,03.1254.5793,8,HOSP-QAT-00240,Hamad General Hospital,dr.篤司.张@hamadgeneralhospital.com,2.85,66.9
DOC-00008440,Jordan,Prévost,Anesthesiology,+33 (0)3 26 67 05 99,7,HOSP-QAT-00240,Hamad General Hospital,dr.jordan.prévost@hamadgeneralhospital.com,2.79,58.15
DOC-00008441,Lilian,Quiroga,Ophthalmology,0365609507,11,HOSP-QAT-00240,Hamad General Hospital,dr.lilian.quiroga@hamadgeneralhospital.com,3.32,72.6
DOC-00008442,جلال,Reynaud,Nephrology,06364 090776,9,HOSP-QAT-00240,Hamad General Hospital,dr.جلال.reynaud@hamadgeneralhospital.com,2.83,60.93
DOC-00008443,मणि,Turati,Internal Medicine,+33 (0)5 79 82 46 11,4,HOSP-QAT-00240,Hamad General Hospital,dr.मणि.turati@hamadgeneralhospital.com,2.58,55.9
DOC-00008444,كافور,da Mata,Ophthalmology,569-878-7701x883,5,HOSP-QAT-00240,Hamad General Hospital,dr.كافور.da mata@hamadgeneralhospital.com,3.23,64.4
DOC-00008445,Amy,بقشان,Surgery,15879143179,6,HOSP-QAT-00240,Hamad General Hospital,dr.amy.بقشان@hamadgeneralhospital.com,2.43,45.25
DOC-00008446,Georges,Wise,Ophthalmology,753.321.3915x50922,22,HOSP-QAT-00240,Hamad General Hospital,dr.georges.wise@hamadgeneralhospital.com,3.87,73.68
DOC-00008447,نوره,Meyers,Anesthesiology,0578380690,16,HOSP-QAT-00240,Hamad General Hospital,dr.نوره.meyers@hamadgeneralhospital.com,3.38,76.18
DOC-00008448,充,Thornton,Oncology,087-19191609,6,HOSP-QAT-00240,Hamad General Hospital,dr.充.thornton@hamadgeneralhospital.com,2.64,61.69
DOC-00008449,Naomi,الجابر,Ophthalmology,+1-552-937-3746x8501,8,HOSP-QAT-00240,Hamad General Hospital,dr.naomi.الجابر@hamadgeneralhospital.com,2.55,59.54
DOC-00008450,Sébastien,罗,Neurology,078-66464757,10,HOSP-QAT-00240,Hamad General Hospital,dr.sébastien.罗@hamadgeneralhospital.com,3.42,63.83
DOC-00008451,زهرة,Black,Oncology,0356087130,8,HOSP-QAT-00240,Hamad General Hospital,dr.زهرة.black@hamadgeneralhospital.com,2.86,54.09
DOC-00008452,Theo,George,Oncology,017-69332898,9,HOSP-QAT-00240,Hamad General Hospital,dr.theo.george@hamadgeneralhospital.com,2.55,54.16
DOC-00008453,Teresa,Miller,Oncology,+34 972 88 46 50,7,HOSP-QAT-00240,Hamad General Hospital,dr.teresa.miller@hamadgeneralhospital.com,2.66,48.51
DOC-00008454,Lee,Serraglio,Internal Medicine,+39 0734158729,15,HOSP-QAT-00240,Hamad General Hospital,dr.lee.serraglio@hamadgeneralhospital.com,3.15,56.05
DOC-00008455,अभिलाषा,آل عطفة,Ophthalmology,070-2647-7555,18,HOSP-QAT-00240,Hamad General Hospital,dr.अभिलाषा.آل عطفة@hamadgeneralhospital.com,3.36,59.07
DOC-00008456,Arthur,Morris,Anesthesiology,701 320 0644,7,HOSP-QAT-00240,Hamad General Hospital,dr.arthur.morris@hamadgeneralhospital.com,3.12,62.05
DOC-00008457,هيام,홍,Anesthesiology,37934434701,8,HOSP-QAT-00240,Hamad General Hospital,dr.هيام.홍@hamadgeneralhospital.com,3.34,70.56
DOC-00008458,Jaime,김,Ophthalmology,070-7005-8576,12,HOSP-QAT-00240,Hamad General Hospital,dr.jaime.김@hamadgeneralhospital.com,3.15,54.01
DOC-00008459,燕,West,Oncology,+1-200-659-1812x034,9,HOSP-QAT-00240,Hamad General Hospital,dr.燕.west@hamadgeneralhospital.com,2.78,59.14
DOC-00008460,Beppe,मित्रा,Obstetrics,14579382124,10,HOSP-QAT-00240,Hamad General Hospital,dr.beppe.मित्रा@hamadgeneralhospital.com,2.88,60.06
DOC-00008461,明美,Gomes,Radiology,+33 7 81 82 43 83,13,HOSP-QAT-00240,Hamad General Hospital,dr.明美.gomes@hamadgeneralhospital.com,3.2,55.67
DOC-00008462,Victoria,Evans,Pathology,(041) 5212 8776,11,HOSP-QAT-00240,Hamad General Hospital,dr.victoria.evans@hamadgeneralhospital.com,3.31,68.82
DOC-00008463,Julie,Washington,Neurology,+91 9294804698,9,HOSP-QAT-00240,Hamad General Hospital,dr.julie.washington@hamadgeneralhospital.com,3.32,68.09
DOC-00008464,Julio,Campos,Anesthesiology,+34 822 58 99 11,13,HOSP-QAT-00240,Hamad General Hospital,dr.julio.campos@hamadgeneralhospital.com,3.4,74.21
DOC-00008465,飞,Fabregat,Pathology,15928554199,6,HOSP-QAT-00240,Hamad General Hospital,dr.飞.fabregat@hamadgeneralhospital.com,3.1,65.55
DOC-00008466,裕樹,Lucarelli,Oncology,5198 1605,5,HOSP-QAT-00240,Hamad General Hospital,dr.裕樹.lucarelli@hamadgeneralhospital.com,3.15,54.18
DOC-00008467,أناهيد,Richardson,Oncology,(859)493-7699,8,HOSP-QAT-00240,Hamad General Hospital,dr.أناهيد.richardson@hamadgeneralhospital.com,3.28,62.8
DOC-00008468,Robert,Maestre,Rheumatology,(686) 205-4096,12,HOSP-QAT-00240,Hamad General Hospital,dr.robert.maestre@hamadgeneralhospital.com,2.99,57.44
DOC-00008469,विपिन,Pincherle,Anesthesiology,+1-625-323-7584x546,13,HOSP-QAT-00240,Hamad General Hospital,dr.विपिन.pincherle@hamadgeneralhospital.com,3.73,80.29
DOC-00008470,Michael,Rodriguez,Oncology,0433.222.290,14,HOSP-QAT-00240,Hamad General Hospital,dr.michael.rodriguez@hamadgeneralhospital.com,3.16,58.99
DOC-00008471,Cécile,刘,Ophthalmology,+55 (061) 4280-5719,16,HOSP-QAT-00240,Hamad General Hospital,dr.cécile.刘@hamadgeneralhospital.com,3.7,83.42
DOC-00008472,Jason,Fröhlich,Anesthesiology,+61-2-8325-4896,10,HOSP-QAT-00240,Hamad General Hospital,dr.jason.fröhlich@hamadgeneralhospital.com,2.79,54.28
DOC-00008473,Evelyn,Franklin,Ophthalmology,042-690-6553,11,HOSP-QAT-00240,Hamad General Hospital,dr.evelyn.franklin@hamadgeneralhospital.com,3.38,71.44
DOC-00008474,선영,Gelabert,Anesthesiology,001-366-778-8491,8,HOSP-QAT-00240,Hamad General Hospital,dr.선영.gelabert@hamadgeneralhospital.com,2.64,61.07
DOC-00008475,Robert,Oneill,Ophthalmology,+55 (081) 9609-8596,16,HOSP-QAT-00240,Hamad General Hospital,dr.robert.oneill@hamadgeneralhospital.com,3.76,73.27
DOC-00008476,玉珍,Lester,Oncology,(0113) 4960455,8,HOSP-QAT-00240,Hamad General Hospital,dr.玉珍.lester@hamadgeneralhospital.com,3.14,63.51
DOC-00008477,Fidela,Álvarez,Anesthesiology,090-0210-7820,7,HOSP-QAT-00240,Hamad General Hospital,dr.fidela.álvarez@hamadgeneralhospital.com,2.9,50.99
DOC-00008478,Encarna,Smith,Anesthesiology,(656)952-5404,17,HOSP-QAT-00240,Hamad General Hospital,dr.encarna.smith@hamadgeneralhospital.com,3.04,63.74
DOC-00008479,पूर्णिमा,Fanucci,Orthopedics,315.348.2684x1340,8,HOSP-QAT-00241,Al Wakra Hospital,dr.पूर्णिमा.fanucci@alwakrahospital.com,2.68,60.79
DOC-00008480,예지,झादव,Orthopedics,+55 (051) 8130-9124,6,HOSP-QAT-00241,Al Wakra Hospital,dr.예지.झादव@alwakrahospital.com,3.2,65.34
DOC-00008481,Willibert,Strickland,Oncology,0423460400,3,HOSP-QAT-00241,Al Wakra Hospital,dr.willibert.strickland@alwakrahospital.com,2.57,53.5
DOC-00008482,Tracey,Riley,Obstetrics,0131 496 0344,13,HOSP-QAT-00241,Al Wakra Hospital,dr.tracey.riley@alwakrahospital.com,2.82,48.47
DOC-00008483,Sandro,Bailey,Obstetrics,+49(0)6141 438270,3,HOSP-QAT-00241,Al Wakra Hospital,dr.sandro.bailey@alwakrahospital.com,2.51,59.95
DOC-00008484,Jessica,पटेल,Oncology,+44115 496 0795,8,HOSP-QAT-00241,Al Wakra Hospital,dr.jessica.पटेल@alwakrahospital.com,3.02,61.26
DOC-00008485,하윤,آل عطفة,Obstetrics,+44121 4960480,5,HOSP-QAT-00241,Al Wakra Hospital,dr.하윤.آل عطفة@alwakrahospital.com,2.96,62.78
DOC-00008486,Davi Luiz,Pignatti,Obstetrics,+44(0)1632 960490,16,HOSP-QAT-00241,Al Wakra Hospital,dr.davi luiz.pignatti@alwakrahospital.com,3.29,72.28
DOC-00008487,कान्ता,홍,Oncology,090-0011-9284,8,HOSP-QAT-00241,Al Wakra Hospital,dr.कान्ता.홍@alwakrahospital.com,2.56,41.8
DOC-00008488,Stéphanie,송,Oncology,+33 3 55 38 14 59,9,HOSP-QAT-00241,Al Wakra Hospital,dr.stéphanie.송@alwakrahospital.com,3.29,60.66
DOC-00008489,عبّود,العقيل,Oncology,+39 09623283666,13,HOSP-QAT-00241,Al Wakra Hospital,dr.عبّود.العقيل@alwakrahospital.com,2.84,50.74
DOC-00008490,Marie,Marques,Infectious Disease,080-7180-2335,6,HOSP-QAT-00241,Al Wakra Hospital,dr.marie.marques@alwakrahospital.com,2.59,53.62
DOC-00008491,طامح,Singh,Oncology,0141 496 0521,8,HOSP-QAT-00241,Al Wakra Hospital,dr.طامح.singh@alwakrahospital.com,2.94,53.48
DOC-00008492,جيلان,김,Oncology,(00464) 69451,19,HOSP-QAT-00241,Al Wakra Hospital,dr.جيلان.김@alwakrahospital.com,3.61,73.19
DOC-00008493,سبأ,Stevenson,Orthopedics,4066025315,17,HOSP-QAT-00241,Al Wakra Hospital,dr.سبأ.stevenson@alwakrahospital.com,3.79,79.32
DOC-00008494,Laís,Grant,Obstetrics,(03)26106494,11,HOSP-QAT-00241,Al Wakra Hospital,dr.laís.grant@alwakrahospital.com,3.25,69.22
DOC-00008495,성훈,الخرافي,Pediatrics,+34879860219,10,HOSP-KUW-00242,Al-Amiri Hospital,dr.성훈.الخرافي@al-amirihospital.com,2.77,61.82
DOC-00008496,Leah,da Rocha,Emergency Medicine,0234463729,8,HOSP-KUW-00242,Al-Amiri Hospital,dr.leah.da rocha@al-amirihospital.com,3.22,64.71
DOC-00008497,Marit,刘,Oncology,+34900 231 053,14,HOSP-KUW-00242,Al-Amiri Hospital,dr.marit.刘@al-amirihospital.com,3.45,75.73
DOC-00008498,옥자,Moreau,Pathology,0443331872,9,HOSP-KUW-00242,Al-Amiri Hospital,dr.옥자.moreau@al-amirihospital.com,2.92,61.42
DOC-00008499,Melissa,Comolli,Rheumatology,(011) 2685-7019,22,HOSP-KUW-00242,Al-Amiri Hospital,dr.melissa.comolli@al-amirihospital.com,4.04,82.45
DOC-00008500,Adèle,Romano,Pediatrics,+55 (041) 8423 5393,8,HOSP-KUW-00242,Al-Amiri Hospital,dr.adèle.romano@al-amirihospital.com,3.37,76.9
DOC-00008501,Miguela,Sanchez,Emergency Medicine,13895453906,7,HOSP-KUW-00242,Al-Amiri Hospital,dr.miguela.sanchez@al-amirihospital.com,2.93,56.47
DOC-00008502,Christopher,Allison,Emergency Medicine,891.923.6134,9,HOSP-KUW-00242,Al-Amiri Hospital,dr.christopher.allison@al-amirihospital.com,2.9,56.27
DOC-00008503,Peter,المهيدب,Obstetrics,028 9018962,7,HOSP-KUW-00242,Al-Amiri Hospital,dr.peter.المهيدب@al-amirihospital.com,3.17,73.3
DOC-00008504,فاضل,Garcia,Pediatrics,15701066672,12,HOSP-KUW-00242,Al-Amiri Hospital,dr.فاضل.garcia@al-amirihospital.com,2.96,54.22
DOC-00008505,Erdmute,김,Pediatrics,001-788-319-8334,5,HOSP-KUW-00242,Al-Amiri Hospital,dr.erdmute.김@al-amirihospital.com,2.47,40.62
DOC-00008506,丹,Ahmed,Pediatrics,001-968-766-6081,9,HOSP-KUW-00242,Al-Amiri Hospital,dr.丹.ahmed@al-amirihospital.com,2.76,64.46
DOC-00008507,Andrew,曹,Obstetrics,+44(0)292018072,4,HOSP-KUW-00242,Al-Amiri Hospital,dr.andrew.曹@al-amirihospital.com,2.97,55.44
DOC-00008508,Eric,कदम,Pediatrics,+55 51 6162 2387,12,HOSP-KUW-00242,Al-Amiri Hospital,dr.eric.कदम@al-amirihospital.com,3.23,72.77
DOC-00008509,Luc,中村,Infectious Disease,18636225987,6,HOSP-KUW-00242,Al-Amiri Hospital,dr.luc.中村@al-amirihospital.com,2.59,53.97
DOC-00008510,Ayla,Meucci,Obstetrics,06163 595849,4,HOSP-KUW-00242,Al-Amiri Hospital,dr.ayla.meucci@al-amirihospital.com,2.44,46.73
DOC-00008511,راشد,Dumont,Emergency Medicine,+55 81 4774 7469,6,HOSP-KUW-00242,Al-Amiri Hospital,dr.راشد.dumont@al-amirihospital.com,2.38,55.56
DOC-00008512,Encarnita,Solis,Pediatrics,016-026-6077,7,HOSP-KUW-00243,Mubarak Al-Kabeer Hospital,dr.encarnita.solis@mubarakal-kabeerhosp.com,3.41,66.11
DOC-00008513,ज़स्विन्देर्,Bayo,Pathology,(07) 3724 8947,8,HOSP-KUW-00243,Mubarak Al-Kabeer Hospital,dr.ज़स्विन्देर्.bayo@mubarakal-kabeerhosp.com,2.88,65.41
DOC-00008514,志强,آل عطفة,Anesthesiology,+49(0)8588 99282,6,HOSP-KUW-00243,Mubarak Al-Kabeer Hospital,dr.志强.آل عطفة@mubarakal-kabeerhosp.com,2.49,58.08
DOC-00008515,민서,吉田,Hematology,07 90 10 67 65,16,HOSP-KUW-00243,Mubarak Al-Kabeer Hospital,dr.민서.吉田@mubarakal-kabeerhosp.com,3.25,63.48
DOC-00008516,Emanuella,황,Pediatrics,1 (803) 346-0235,5,HOSP-KUW-00243,Mubarak Al-Kabeer Hospital,dr.emanuella.황@mubarakal-kabeerhosp.com,2.5,52.1
DOC-00008517,Mary,Rezende,Surgery,676-643-8993,5,HOSP-KUW-00243,Mubarak Al-Kabeer Hospital,dr.mary.rezende@mubarakal-kabeerhosp.com,2.97,68.78
DOC-00008518,Mireia,झा,Anesthesiology,13925510990,22,HOSP-KUW-00243,Mubarak Al-Kabeer Hospital,dr.mireia.झा@mubarakal-kabeerhosp.com,3.73,65.97
DOC-00008519,중수,Wagner,Anesthesiology,070-4491-0163,17,HOSP-KUW-00243,Mubarak Al-Kabeer Hospital,dr.중수.wagner@mubarakal-kabeerhosp.com,3.55,78.08
DOC-00008520,Richard,Sureda,Oncology,+34 978037920,12,HOSP-KUW-00243,Mubarak Al-Kabeer Hospital,dr.richard.sureda@mubarakal-kabeerhosp.com,3.29,69.93
DOC-00008521,Ilaria,अगरवाल,Gynecology,(393)323-5501x82706,6,HOSP-KUW-00243,Mubarak Al-Kabeer Hospital,dr.ilaria.अगरवाल@mubarakal-kabeerhosp.com,2.69,61.29
DOC-00008522,Hollie,佐々木,Anesthesiology,(02)-8403-8824,9,HOSP-KUW-00243,Mubarak Al-Kabeer Hospital,dr.hollie.佐々木@mubarakal-kabeerhosp.com,3.53,63.24
DOC-00008523,Carolyn,汪,Oncology,(594) 300-3700 x593,10,HOSP-KUW-00243,Mubarak Al-Kabeer Hospital,dr.carolyn.汪@mubarakal-kabeerhosp.com,2.64,48.28
DOC-00008524,Jose,آل قصير,Pediatrics,+34 947777713,5,HOSP-KUW-00243,Mubarak Al-Kabeer Hospital,dr.jose.آل قصير@mubarakal-kabeerhosp.com,2.39,57.08
DOC-00008525,وفاء,Guerra,Anesthesiology,(694)564-5310,8,HOSP-KUW-00243,Mubarak Al-Kabeer Hospital,dr.وفاء.guerra@mubarakal-kabeerhosp.com,3.34,61.37
DOC-00008526,Thomas,李,Pediatrics,092548413,8,HOSP-KUW-00243,Mubarak Al-Kabeer Hospital,dr.thomas.李@mubarakal-kabeerhosp.com,2.76,46.31
DOC-00008527,凯,오,Hematology,+39 3615160272,6,HOSP-KUW-00243,Mubarak Al-Kabeer Hospital,dr.凯.오@mubarakal-kabeerhosp.com,3.2,69.6
DOC-00008528,João,Ramos,Anesthesiology,13121606318,10,HOSP-KUW-00243,Mubarak Al-Kabeer Hospital,dr.joão.ramos@mubarakal-kabeerhosp.com,3.43,62.56
DOC-00008529,婷婷,坂本,Oncology,1096 8590,5,HOSP-KUW-00243,Mubarak Al-Kabeer Hospital,dr.婷婷.坂本@mubarakal-kabeerhosp.com,2.96,63.82
DOC-00008530,Joann,रंगन,Anesthesiology,001-662-962-0601x86213,15,HOSP-KUW-00243,Mubarak Al-Kabeer Hospital,dr.joann.रंगन@mubarakal-kabeerhosp.com,3.08,62.21
DOC-00008531,Deborah,Knight,Pediatrics,+34832 862 875,14,HOSP-KUW-00243,Mubarak Al-Kabeer Hospital,dr.deborah.knight@mubarakal-kabeerhosp.com,3.0,66.31
DOC-00008532,Alberto,靳,Oncology,052214320,16,HOSP-KUW-00243,Mubarak Al-Kabeer Hospital,dr.alberto.靳@mubarakal-kabeerhosp.com,3.51,67.32
DOC-00008533,Michele,Nunes,Neurology,03 70 27 83 68,6,HOSP-KUW-00243,Mubarak Al-Kabeer Hospital,dr.michele.nunes@mubarakal-kabeerhosp.com,3.21,67.17
DOC-00008534,Giuliano,Ehlert,Anesthesiology,052-171-9304,9,HOSP-KUW-00243,Mubarak Al-Kabeer Hospital,dr.giuliano.ehlert@mubarakal-kabeerhosp.com,3.08,57.57
DOC-00008535,शशी,Ackermann,Dermatology,04342683558,7,HOSP-KUW-00243,Mubarak Al-Kabeer Hospital,dr.शशी.ackermann@mubarakal-kabeerhosp.com,3.01,53.4
DOC-00008536,جيلان,Cavalcanti,Anesthesiology,070-0179-0102,11,HOSP-KUW-00243,Mubarak Al-Kabeer Hospital,dr.جيلان.cavalcanti@mubarakal-kabeerhosp.com,2.83,64.79
DOC-00008537,शेष,Hammond,Oncology,286-483-1065x4349,8,HOSP-KUW-00243,Mubarak Al-Kabeer Hospital,dr.शेष.hammond@mubarakal-kabeerhosp.com,3.35,60.84
DOC-00008538,Diana,Ruppert,Pediatrics,+55 (051) 9678-6640,4,HOSP-KUW-00243,Mubarak Al-Kabeer Hospital,dr.diana.ruppert@mubarakal-kabeerhosp.com,3.21,60.78
DOC-00008539,Caterina,सरकार,Pediatrics,+55 71 0919-9708,7,HOSP-KUW-00243,Mubarak Al-Kabeer Hospital,dr.caterina.सरकार@mubarakal-kabeerhosp.com,2.55,43.99
DOC-00008540,丽丽,Moss,Oncology,(944)573-2078x509,12,HOSP-KUW-00243,Mubarak Al-Kabeer Hospital,dr.丽丽.moss@mubarakal-kabeerhosp.com,3.13,67.14
DOC-00008541,준서,Johnson,Pediatrics,+49(0)6903 93131,13,HOSP-KUW-00243,Mubarak Al-Kabeer Hospital,dr.준서.johnson@mubarakal-kabeerhosp.com,2.96,65.78
DOC-00008542,Palmira,العجلان,Obstetrics,042-672-6564,6,HOSP-JOR-00244,Jordan University Hospital,dr.palmira.العجلان@jordanuniversityhosp.com,3.29,63.5
DOC-00008543,Anthony,الشايع,Surgery,(0116) 4960705,11,HOSP-JOR-00244,Jordan University Hospital,dr.anthony.الشايع@jordanuniversityhosp.com,2.69,48.43
DOC-00008544,平,杨,Pediatrics,070-8935-7067,12,HOSP-JOR-00244,Jordan University Hospital,dr.平.杨@jordanuniversityhosp.com,3.43,70.37
DOC-00008545,شدّاد,पिल्लई,Pediatrics,246 092 2492,11,HOSP-JOR-00244,Jordan University Hospital,dr.شدّاد.पिल्लई@jordanuniversityhosp.com,3.47,65.4
DOC-00008546,Arthur,Curtis,Surgery,0165272537,6,HOSP-JOR-00244,Jordan University Hospital,dr.arthur.curtis@jordanuniversityhosp.com,3.1,55.54
