doctor_id,first_name,last_name,specialization,experience_level,years_experience,reputation_score,reputation_category,public_medical_opinion_index,phone_number,email,hospital_id,hospital_branch
DOC-00009342,숙자,小林,Hematology,Mid-Level,5,2.56,Average,52.13,18233458696,dr.숙자.小林@gradymemorialhospita.com,HOSP-USA-00273,Grady Memorial Hospital
DOC-00009343,Virginia,王,Radiology,Senior,19,3.18,Average,55.16,15929702801,dr.virginia.王@gradymemorialhospita.com,HOSP-USA-00273,Grady Memorial Hospital
DOC-00009344,Pancho,성,Dermatology,Mid-Level,9,2.61,Average,43.29,+55 21 8515-0006,dr.pancho.성@gradymemorialhospita.com,HOSP-USA-00273,Grady Memorial Hospital
DOC-00009345,दीपक,آل محمد بن علي بن جماز,Cardiology,Senior,17,3.15,Average,54.06,+39 0851043213,dr.दीपक.آل محمد بن علي بن جماز@gradymemorialhospita.com,HOSP-USA-00273,Grady Memorial Hospital
DOC-00009346,James,Rodrigues,Orthopedics,Junior,4,2.5,Average,46.85,6762842237,dr.james.rodrigues@gradymemorialhospita.com,HOSP-USA-00273,Grady Memorial Hospital
DOC-00009347,Noé,Gallet,Psychiatry,Mid-Level,11,2.73,Average,50.9,019-437-8168,dr.noé.gallet@gradymemorialhospita.com,HOSP-USA-00273,Grady Memorial Hospital
DOC-00009348,Alexandria,Bass,Dermatology,Mid-Level,12,2.91,Average,60.83,069-62290496,dr.alexandria.bass@gradymemorialhospita.com,HOSP-USA-00273,Grady Memorial Hospital
DOC-00009349,Antônio,Junck,Radiology,Mid-Level,7,3.38,Average,65.12,+49(0)7899944514,dr.antônio.junck@gradymemorialhospita.com,HOSP-USA-00273,Grady Memorial Hospital
DOC-00009350,Veit,Meadows,Dermatology,Senior,17,3.66,Good,63.69,+49(0)4442 275157,dr.veit.meadows@gradymemorialhospita.com,HOSP-USA-00273,Grady Memorial Hospital
DOC-00009351,서연,बलासुब्रमानियम,Psychiatry,Senior,20,3.26,Average,62.94,18513039856,dr.서연.बलासुब्रमानियम@gradymemorialhospita.com,HOSP-USA-00273,Grady Memorial Hospital
DOC-00009352,Bernard,الجابر,Radiology,Senior,15,3.43,Average,64.16,+44(0)1614960873,dr.bernard.الجابر@gradymemorialhospita.com,HOSP-USA-00273,Grady Memorial Hospital
DOC-00009353,종수,Rodriguez,Cardiology,Mid-Level,8,3.0,Average,60.01,(071) 0088 3105,dr.종수.rodriguez@gradymemorialhospita.com,HOSP-USA-00273,Grady Memorial Hospital
DOC-00009354,طلال,المهنا,Psychiatry,Mid-Level,5,2.63,Average,45.8,+34807 13 89 40,dr.طلال.المهنا@gradymemorialhospita.com,HOSP-USA-00273,Grady Memorial Hospital
DOC-00009355,Wendy,الراشد,Anesthesiology,Senior,16,3.69,Good,70.52,13661392597,dr.wendy.الراشد@gradymemorialhospita.com,HOSP-USA-00273,Grady Memorial Hospital
DOC-00009356,ميرال,Schmitt,Infectious Disease,Mid-Level,8,2.53,Average,55.9,08134 516724,dr.ميرال.schmitt@gradymemorialhospita.com,HOSP-USA-00273,Grady Memorial Hospital
DOC-00009357,Loni,侯,Cardiology,Mid-Level,8,2.83,Average,47.39,+1-973-897-1656x352,dr.loni.侯@gradymemorialhospita.com,HOSP-USA-00273,Grady Memorial Hospital
DOC-00009358,Judith,Mülichen,Cardiology,Junior,4,2.4,Average,52.58,(546)232-8162,dr.judith.mülichen@gradymemorialhospita.com,HOSP-USA-00273,Grady Memorial Hospital
DOC-00009359,Götz,Kaul,Psychiatry,Mid-Level,7,2.81,Average,62.59,13738995387,dr.götz.kaul@gradymemorialhospita.com,HOSP-USA-00273,Grady Memorial Hospital
DOC-00009360,Yasmin,Paruta,Radiology,Junior,4,3.15,Average,54.26,070-0981-6089,dr.yasmin.paruta@gradymemorialhospita.com,HOSP-USA-00273,Grady Memorial Hospital
DOC-00009361,Letícia,Sobrero,Cardiology,Mid-Level,8,2.57,Average,47.24,06720426273,dr.letícia.sobrero@gradymemorialhospita.com,HOSP-USA-00273,Grady Memorial Hospital
DOC-00009362,Franjo,Renard,Psychiatry,Mid-Level,7,2.87,Average,50.49,+44(0)1184960706,dr.franjo.renard@gradymemorialhospita.com,HOSP-USA-00273,Grady Memorial Hospital
DOC-00009363,Lynne,Jacques,Dermatology,Mid-Level,7,3.0,Average,52.6,+1 (267) 612-6835,dr.lynne.jacques@gradymemorialhospita.com,HOSP-USA-00273,Grady Memorial Hospital
DOC-00009364,देवदास,auch Schlauchin,Dermatology,Senior,16,3.17,Average,72.12,6215815952,dr.देवदास.auch schlauchin@gradymemorialhospita.com,HOSP-USA-00273,Grady Memorial Hospital
DOC-00009365,Gabriel,Bryan,Emergency Medicine,Senior,15,2.98,Average,50.81,080-2726-1806,dr.gabriel.bryan@gradymemorialhospita.com,HOSP-USA-00273,Grady Memorial Hospital
DOC-00009366,Bella,Gálvez,Dermatology,Junior,2,2.4,Average,40.0,+39 3689163973,dr.bella.gálvez@gradymemorialhospita.com,HOSP-USA-00273,Grady Memorial Hospital
DOC-00009367,宁,김,Nephrology,Junior,4,2.63,Average,46.81,090-6986-5563,dr.宁.김@piedmontatlantahospi.com,HOSP-USA-00274,Piedmont Atlanta Hospital
DOC-00009368,Basilio,प्रधान,Surgery,Mid-Level,10,2.66,Average,52.55,0300 834 5963,dr.basilio.प्रधान@piedmontatlantahospi.com,HOSP-USA-00274,Piedmont Atlanta Hospital
DOC-00009369,Daniela,Neal,Pediatrics,Mid-Level,7,3.12,Average,59.11,+1-395-944-1586x09957,dr.daniela.neal@piedmontatlantahospi.com,HOSP-USA-00274,Piedmont Atlanta Hospital
DOC-00009370,Claudio,中村,Oncology,Mid-Level,5,2.91,Average,56.29,+39 3302970781,dr.claudio.中村@piedmontatlantahospi.com,HOSP-USA-00274,Piedmont Atlanta Hospital
DOC-00009371,Sarah,木村,Surgery,Mid-Level,12,2.98,Average,60.88,01914960273,dr.sarah.木村@piedmontatlantahospi.com,HOSP-USA-00274,Piedmont Atlanta Hospital
DOC-00009372,상철,الدباغ,Pediatrics,Junior,4,2.74,Average,45.8,4186627725,dr.상철.الدباغ@piedmontatlantahospi.com,HOSP-USA-00274,Piedmont Atlanta Hospital
DOC-00009373,Annibale,Mccarthy,Surgery,Mid-Level,5,2.52,Average,52.27,(03) 6956 1108,dr.annibale.mccarthy@piedmontatlantahospi.com,HOSP-USA-00274,Piedmont Atlanta Hospital
DOC-00009374,Rosalia,डी’कोस्टा,Pediatrics,Mid-Level,6,2.56,Average,55.76,3865 0955,dr.rosalia.डी’कोस्टा@piedmontatlantahospi.com,HOSP-USA-00274,Piedmont Atlanta Hospital
DOC-00009375,건우,Thompson,Pediatrics,Mid-Level,8,2.99,Average,61.78,18299355273,dr.건우.thompson@piedmontatlantahospi.com,HOSP-USA-00274,Piedmont Atlanta Hospital
DOC-00009376,جوليا,वेंकटएसन,Oncology,Mid-Level,8,3.02,Average,57.58,+49(0)4278 27452,dr.جوليا.वेंकटएसन@piedmontatlantahospi.com,HOSP-USA-00274,Piedmont Atlanta Hospital
DOC-00009377,Richard,Figuerola,Surgery,Mid-Level,10,2.69,Average,44.62,470-467-3402,dr.richard.figuerola@piedmontatlantahospi.com,HOSP-USA-00274,Piedmont Atlanta Hospital
DOC-00009378,James,Walker,Surgery,Senior,15,3.08,Average,68.16,861.492.2265,dr.james.walker@piedmontatlantahospi.com,HOSP-USA-00274,Piedmont Atlanta Hospital
DOC-00009379,Caio,Wagner,Surgery,Mid-Level,10,2.78,Average,55.56,0522448253,dr.caio.wagner@piedmontatlantahospi.com,HOSP-USA-00274,Piedmont Atlanta Hospital
DOC-00009380,修平,Antón,Surgery,Mid-Level,8,2.94,Average,55.58,(207)747-1914,dr.修平.antón@piedmontatlantahospi.com,HOSP-USA-00274,Piedmont Atlanta Hospital
DOC-00009381,Nelly,Chaparro,Surgery,Mid-Level,10,3.08,Average,65.14,262.888.4517,dr.nelly.chaparro@piedmontatlantahospi.com,HOSP-USA-00274,Piedmont Atlanta Hospital
DOC-00009382,Charles,Carey,Pediatrics,Mid-Level,11,2.89,Average,60.6,+61.470.800.761,dr.charles.carey@piedmontatlantahospi.com,HOSP-USA-00274,Piedmont Atlanta Hospital
DOC-00009383,विनय,Gray,Pediatrics,Mid-Level,9,2.9,Average,50.98,+44(0)20 7496 0808,dr.विनय.gray@piedmontatlantahospi.com,HOSP-USA-00274,Piedmont Atlanta Hospital
DOC-00009384,明美,Leão,Surgery,Mid-Level,6,3.1,Average,53.34,(534)890-8715x34897,dr.明美.leão@piedmontatlantahospi.com,HOSP-USA-00274,Piedmont Atlanta Hospital
DOC-00009385,Barbara,Davis,Internal Medicine,Senior,17,3.36,Average,60.68,09703161540,dr.barbara.davis@piedmontatlantahospi.com,HOSP-USA-00274,Piedmont Atlanta Hospital
DOC-00009386,Raffaella,Payne,Oncology,Mid-Level,8,2.97,Average,50.52,(07612) 288503,dr.raffaella.payne@piedmontatlantahospi.com,HOSP-USA-00274,Piedmont Atlanta Hospital
DOC-00009387,Timothy,김,Oncology,Mid-Level,8,2.91,Average,61.52,8333539175,dr.timothy.김@piedmontatlantahospi.com,HOSP-USA-00274,Piedmont Atlanta Hospital
DOC-00009388,James,गुहा,Oncology,Mid-Level,13,3.46,Average,70.32,01 76 61 05 80,dr.james.गुहा@piedmontatlantahospi.com,HOSP-USA-00274,Piedmont Atlanta Hospital
DOC-00009389,Felix,Novak,Surgery,Mid-Level,8,2.85,Average,51.84,+1 (860) 006-9825,dr.felix.novak@piedmontatlantahospi.com,HOSP-USA-00274,Piedmont Atlanta Hospital
DOC-00009390,Arnaldo,Gilbert,Pediatrics,Mid-Level,5,2.66,Average,47.68,090-46992631,dr.arnaldo.gilbert@piedmontatlantahospi.com,HOSP-USA-00274,Piedmont Atlanta Hospital
DOC-00009391,Brent,Cavalcanti,Pediatrics,Mid-Level,11,3.04,Average,63.02,+34 884 149 769,dr.brent.cavalcanti@piedmontatlantahospi.com,HOSP-USA-00274,Piedmont Atlanta Hospital
DOC-00009392,लीला,Weber,Pediatrics,Mid-Level,11,2.92,Average,58.71,0412815880,dr.लीला.weber@piedmontatlantahospi.com,HOSP-USA-00274,Piedmont Atlanta Hospital
DOC-00009393,Scott,آل سلطان,Hematology,Mid-Level,9,2.95,Average,60.46,0800-653-5212,dr.scott.آل سلطان@piedmontatlantahospi.com,HOSP-USA-00274,Piedmont Atlanta Hospital
DOC-00009394,건우,मिश्रा,Endocrinology,Mid-Level,6,2.37,Average,52.92,15765995681,dr.건우.मिश्रा@piedmontatlantahospi.com,HOSP-USA-00274,Piedmont Atlanta Hospital
DOC-00009395,Tim,जोशी,Oncology,Mid-Level,13,3.75,Good,81.59,525.273.3695x9575,dr.tim.जोशी@piedmontatlantahospi.com,HOSP-USA-00274,Piedmont Atlanta Hospital
DOC-00009396,淑华,آل علي,Dermatology,Mid-Level,6,2.38,Average,40.06,04 70 56 85 69,dr.淑华.آل علي@utsouthwesternmedica.com,HOSP-USA-00275,UT Southwestern Medical Center
DOC-00009397,Giulio,آل بن ظافر,Hematology,Mid-Level,12,3.08,Average,61.48,0115 496 0917,dr.giulio.آل بن ظافر@utsouthwesternmedica.com,HOSP-USA-00275,UT Southwestern Medical Center
DOC-00009398,Sabine,العليان,Dermatology,Senior,15,3.05,Average,52.69,051-771-4901,dr.sabine.العليان@utsouthwesternmedica.com,HOSP-USA-00275,UT Southwestern Medical Center
DOC-00009399,ياسمين,Powers,Pediatrics,Mid-Level,8,3.07,Average,71.31,1 (300) 017-9475,dr.ياسمين.powers@utsouthwesternmedica.com,HOSP-USA-00275,UT Southwestern Medical Center
DOC-00009400,Eckhard,Spence,Internal Medicine,Mid-Level,11,2.82,Average,56.93,05 55 56 72 92,dr.eckhard.spence@utsouthwesternmedica.com,HOSP-USA-00275,UT Southwestern Medical Center
DOC-00009401,Nicholas,Volterra,Internal Medicine,Mid-Level,8,2.58,Average,50.6,01 70 14 49 43,dr.nicholas.volterra@utsouthwesternmedica.com,HOSP-USA-00275,UT Southwestern Medical Center
DOC-00009402,Ana Liz,Martin,Rheumatology,Mid-Level,7,3.34,Average,75.48,13183245388,dr.ana liz.martin@utsouthwesternmedica.com,HOSP-USA-00275,UT Southwestern Medical Center
DOC-00009403,Andrea,जयरामन,Pediatrics,Mid-Level,6,3.1,Average,54.12,+34 967 00 71 15,dr.andrea.जयरामन@utsouthwesternmedica.com,HOSP-USA-00275,UT Southwestern Medical Center
DOC-00009404,إخلاص,Rossini,Internal Medicine,Senior,17,3.58,Good,63.71,849-468-1228 x379,dr.إخلاص.rossini@utsouthwesternmedica.com,HOSP-USA-00275,UT Southwestern Medical Center
DOC-00009405,عفيف,Elías,Pediatrics,Mid-Level,14,3.3,Average,70.93,02 5196 4013,dr.عفيف.elías@utsouthwesternmedica.com,HOSP-USA-00275,UT Southwestern Medical Center
DOC-00009406,Gabriel,Comencini,Pediatrics,Expert,28,4.3,Very Good,89.47,+34832 326 419,dr.gabriel.comencini@utsouthwesternmedica.com,HOSP-USA-00275,UT Southwestern Medical Center
DOC-00009407,Claire,भटनागर,Obstetrics,Mid-Level,9,2.88,Average,61.18,(03) 0114 5275,dr.claire.भटनागर@utsouthwesternmedica.com,HOSP-USA-00275,UT Southwestern Medical Center
DOC-00009408,Adam,Vazquez,Obstetrics,Junior,2,2.87,Average,55.98,090-5127-5324,dr.adam.vazquez@utsouthwesternmedica.com,HOSP-USA-00275,UT Southwestern Medical Center
DOC-00009409,Lucy,张,Pathology,Mid-Level,11,3.34,Average,60.27,0122231611,dr.lucy.张@utsouthwesternmedica.com,HOSP-USA-00275,UT Southwestern Medical Center
DOC-00009410,영환,Patterson,Pediatrics,Mid-Level,7,2.98,Average,52.69,(011) 9274 4796,dr.영환.patterson@utsouthwesternmedica.com,HOSP-USA-00275,UT Southwestern Medical Center
DOC-00009411,Giuliana,Trillo,Emergency Medicine,Mid-Level,12,3.64,Good,66.19,061-641-3114,dr.giuliana.trillo@utsouthwesternmedica.com,HOSP-USA-00275,UT Southwestern Medical Center
DOC-00009412,Benoît,Sauvage,Obstetrics,Mid-Level,10,2.84,Average,55.23,+44(0)161 496 0792,dr.benoît.sauvage@utsouthwesternmedica.com,HOSP-USA-00275,UT Southwestern Medical Center
DOC-00009413,مُصلح,Castro,Internal Medicine,Mid-Level,12,3.15,Average,62.17,216.747.9958x230,dr.مُصلح.castro@utsouthwesternmedica.com,HOSP-USA-00275,UT Southwestern Medical Center
DOC-00009414,Thomas,藤原,Internal Medicine,Expert,30,4.0,Very Good,79.32,18587680369,dr.thomas.藤原@utsouthwesternmedica.com,HOSP-USA-00275,UT Southwestern Medical Center
DOC-00009415,Niccolò,Vasseur,Pediatrics,Mid-Level,11,3.59,Good,75.65,918-860-4077 x918,dr.niccolò.vasseur@utsouthwesternmedica.com,HOSP-USA-00275,UT Southwestern Medical Center
DOC-00009416,صبحي,이,Obstetrics,Mid-Level,9,3.15,Average,59.63,0620611894,dr.صبحي.이@utsouthwesternmedica.com,HOSP-USA-00275,UT Southwestern Medical Center
DOC-00009417,Sandro,Reichmann,Internal Medicine,Mid-Level,9,3.26,Average,60.69,+34 876402143,dr.sandro.reichmann@utsouthwesternmedica.com,HOSP-USA-00275,UT Southwestern Medical Center
DOC-00009418,涼平,Barbosa,Pediatrics,Junior,4,2.86,Average,60.94,+49(0)7023980952,dr.涼平.barbosa@utsouthwesternmedica.com,HOSP-USA-00275,UT Southwestern Medical Center
DOC-00009419,Kent,한,Pediatrics,Mid-Level,9,3.53,Good,77.75,(697) 780-4719,dr.kent.한@utsouthwesternmedica.com,HOSP-USA-00275,UT Southwestern Medical Center
DOC-00009420,Bethany,李,Pulmonology,Mid-Level,7,2.78,Average,47.82,06 34 78 26 98,dr.bethany.李@utsouthwesternmedica.com,HOSP-USA-00275,UT Southwestern Medical Center
DOC-00009421,Anna,Silveira,Dermatology,Mid-Level,8,2.93,Average,58.46,13906498564,dr.anna.silveira@utsouthwesternmedica.com,HOSP-USA-00275,UT Southwestern Medical Center
DOC-00009422,Thierry,Barber,Psychiatry,Mid-Level,6,2.81,Average,58.92,924.726.7623x738,dr.thierry.barber@utsouthwesternmedica.com,HOSP-USA-00275,UT Southwestern Medical Center
DOC-00009423,Godofredo,Harrison,Ophthalmology,Mid-Level,6,2.82,Average,58.44,+61 8 1225 8188,dr.godofredo.harrison@utsouthwesternmedica.com,HOSP-USA-00275,UT Southwestern Medical Center
DOC-00009424,صارم,चतुर्वेदी,Endocrinology,Mid-Level,7,2.8,Average,47.3,+91 9003790901,dr.صارم.चतुर्वेदी@utsouthwesternmedica.com,HOSP-USA-00275,UT Southwestern Medical Center
DOC-00009425,Gabriel,Carullo,Internal Medicine,Mid-Level,10,3.43,Average,70.95,+91 675 6597620,dr.gabriel.carullo@utsouthwesternmedica.com,HOSP-USA-00275,UT Southwestern Medical Center
DOC-00009426,Gregory,佐々木,Internal Medicine,Mid-Level,12,3.41,Average,59.01,(041) 4080-2703,dr.gregory.佐々木@utsouthwesternmedica.com,HOSP-USA-00275,UT Southwestern Medical Center
DOC-00009427,جيلان,刘,Internal Medicine,Mid-Level,13,3.42,Average,76.24,0608314858,dr.جيلان.刘@utsouthwesternmedica.com,HOSP-USA-00275,UT Southwestern Medical Center
DOC-00009428,Courtney,Viana,Dermatology,Mid-Level,9,3.49,Average,75.16,070-9767-1031,dr.courtney.viana@utsouthwesternmedica.com,HOSP-USA-00275,UT Southwestern Medical Center
DOC-00009429,Charles,Brown,Dermatology,Mid-Level,13,3.36,Average,71.3,+34 887 756 761,dr.charles.brown@utsouthwesternmedica.com,HOSP-USA-00275,UT Southwestern Medical Center
DOC-00009430,준서,Schottin,Dermatology,Mid-Level,14,3.4,Average,67.95,+1-890-308-5425,dr.준서.schottin@utsouthwesternmedica.com,HOSP-USA-00275,UT Southwestern Medical Center
DOC-00009431,Jeremy,Hellwig,Obstetrics,Senior,16,3.85,Good,77.4,719-776-7341,dr.jeremy.hellwig@utsouthwesternmedica.com,HOSP-USA-00275,UT Southwestern Medical Center
DOC-00009432,स्वर्ण,Johnson,Obstetrics,Mid-Level,8,3.21,Average,69.81,+39 0566413634,dr.स्वर्ण.johnson@utsouthwesternmedica.com,HOSP-USA-00275,UT Southwestern Medical Center
DOC-00009433,اعتماد,Ochoa,Internal Medicine,Mid-Level,12,2.82,Average,49.63,(01632) 960 609,dr.اعتماد.ochoa@utsouthwesternmedica.com,HOSP-USA-00275,UT Southwestern Medical Center
DOC-00009434,Michael,सैनी,Pediatrics,Mid-Level,7,3.29,Average,56.42,+34949 68 43 21,dr.michael.सैनी@utsouthwesternmedica.com,HOSP-USA-00275,UT Southwestern Medical Center
DOC-00009435,Albano,Holmes,Anesthesiology,Mid-Level,5,3.27,Average,60.5,+1 (961) 168-9297,dr.albano.holmes@parklandmemorialhosp.com,HOSP-USA-00276,Parkland Memorial Hospital
DOC-00009436,मालती,Smith,Gynecology,Mid-Level,6,2.46,Average,50.72,817-765-8699 x138,dr.मालती.smith@parklandmemorialhosp.com,HOSP-USA-00276,Parkland Memorial Hospital
DOC-00009437,杰,الجابر,Gynecology,Mid-Level,10,3.32,Average,64.42,0435-293-214,dr.杰.الجابر@parklandmemorialhosp.com,HOSP-USA-00276,Parkland Memorial Hospital
DOC-00009438,Timothy,آل سلطان,Gynecology,Junior,4,3.02,Average,63.05,061-446-4577,dr.timothy.آل سلطان@parklandmemorialhosp.com,HOSP-USA-00276,Parkland Memorial Hospital
DOC-00009439,은주,Greene,Anesthesiology,Mid-Level,8,3.02,Average,52.59,016-234-9833,dr.은주.greene@parklandmemorialhosp.com,HOSP-USA-00276,Parkland Memorial Hospital
DOC-00009440,娟,Fröhlich,Internal Medicine,Mid-Level,5,2.54,Average,51.8,51-0022-6397,dr.娟.fröhlich@parklandmemorialhosp.com,HOSP-USA-00276,Parkland Memorial Hospital
DOC-00009441,Alexander,Cabeza,Internal Medicine,Mid-Level,6,3.33,Average,71.27,+1-545-650-8741,dr.alexander.cabeza@parklandmemorialhosp.com,HOSP-USA-00276,Parkland Memorial Hospital
DOC-00009442,Jessica,Scamarcio,Anesthesiology,Mid-Level,9,3.01,Average,67.28,+34 948 86 47 63,dr.jessica.scamarcio@parklandmemorialhosp.com,HOSP-USA-00276,Parkland Memorial Hospital
DOC-00009443,상호,प्रसाद,Gynecology,Mid-Level,10,3.44,Average,77.05,34409415872,dr.상호.प्रसाद@parklandmemorialhosp.com,HOSP-USA-00276,Parkland Memorial Hospital
DOC-00009444,सचिन,Lübs,Anesthesiology,Mid-Level,9,2.74,Average,56.54,(0161) 496 0019,dr.सचिन.lübs@parklandmemorialhosp.com,HOSP-USA-00276,Parkland Memorial Hospital
DOC-00009445,جوريّة,Barillaro,Internal Medicine,Mid-Level,8,2.91,Average,55.05,063-98731229,dr.جوريّة.barillaro@parklandmemorialhosp.com,HOSP-USA-00276,Parkland Memorial Hospital
DOC-00009446,Tania,이,Internal Medicine,Junior,4,2.86,Average,51.03,090-7856-4886,dr.tania.이@parklandmemorialhosp.com,HOSP-USA-00276,Parkland Memorial Hospital
DOC-00009447,James,Ingram,Anesthesiology,Senior,21,4.08,Very Good,71.98,18130323202,dr.james.ingram@parklandmemorialhosp.com,HOSP-USA-00276,Parkland Memorial Hospital
DOC-00009448,Kelly,Maggioli,Emergency Medicine,Senior,17,3.64,Good,81.17,18196182540,dr.kelly.maggioli@parklandmemorialhosp.com,HOSP-USA-00276,Parkland Memorial Hospital
DOC-00009449,지후,覃,Urology,Mid-Level,6,3.22,Average,61.6,+55 (081) 2696-0949,dr.지후.覃@parklandmemorialhosp.com,HOSP-USA-00276,Parkland Memorial Hospital
DOC-00009450,秀芳,da Cunha,Anesthesiology,Mid-Level,5,2.38,Average,56.18,01654 170986,dr.秀芳.da cunha@parklandmemorialhosp.com,HOSP-USA-00276,Parkland Memorial Hospital
DOC-00009451,拓真,Pearson,Anesthesiology,Senior,16,3.91,Good,68.59,02603 189746,dr.拓真.pearson@parklandmemorialhosp.com,HOSP-USA-00276,Parkland Memorial Hospital
DOC-00009452,Brandon,Hornig,Ophthalmology,Mid-Level,13,3.55,Good,77.43,15759541156,dr.brandon.hornig@parklandmemorialhosp.com,HOSP-USA-00276,Parkland Memorial Hospital
DOC-00009453,Karl-Hermann,顾,Gynecology,Mid-Level,13,3.57,Good,76.03,+44(0)117 4960781,dr.karl-hermann.顾@parklandmemorialhosp.com,HOSP-USA-00276,Parkland Memorial Hospital
DOC-00009454,桂英,Casarin,Ophthalmology,Mid-Level,10,2.93,Average,57.96,744-641-7489,dr.桂英.casarin@parklandmemorialhosp.com,HOSP-USA-00276,Parkland Memorial Hospital
DOC-00009455,Amber,Miller,Gynecology,Mid-Level,10,2.67,Average,55.93,+61-463-259-635,dr.amber.miller@parklandmemorialhosp.com,HOSP-USA-00276,Parkland Memorial Hospital
DOC-00009456,金凤,Garcia,Gynecology,Mid-Level,5,2.61,Average,61.88,0481397067,dr.金凤.garcia@parklandmemorialhosp.com,HOSP-USA-00276,Parkland Memorial Hospital
DOC-00009457,Aimée,田中,Ophthalmology,Mid-Level,7,2.79,Average,54.43,02-8389-7626,dr.aimée.田中@parklandmemorialhosp.com,HOSP-USA-00276,Parkland Memorial Hospital
DOC-00009458,Francesca,Brown,Internal Medicine,Junior,4,2.28,Average,40.0,+44151 4960443,dr.francesca.brown@parklandmemorialhosp.com,HOSP-USA-00276,Parkland Memorial Hospital
DOC-00009459,Steven,آل عواض,Gynecology,Mid-Level,6,2.75,Average,50.8,03077355724,dr.steven.آل عواض@parklandmemorialhosp.com,HOSP-USA-00276,Parkland Memorial Hospital
DOC-00009460,Michael,شربتلي,Gynecology,Mid-Level,12,3.58,Good,69.32,07 75 35 04 81,dr.michael.شربتلي@parklandmemorialhosp.com,HOSP-USA-00276,Parkland Memorial Hospital
DOC-00009461,Maria Vitória,तिवारी,Anesthesiology,Junior,2,2.42,Average,45.96,460-177-6847,dr.maria vitória.तिवारी@parklandmemorialhosp.com,HOSP-USA-00276,Parkland Memorial Hospital
DOC-00009462,Donna,刘,Ophthalmology,Mid-Level,7,2.57,Average,42.26,+55 (071) 7499-1922,dr.donna.刘@parklandmemorialhosp.com,HOSP-USA-00276,Parkland Memorial Hospital
DOC-00009463,Denise,Montenegro,Hematology,Mid-Level,14,3.71,Good,84.12,04288 43021,dr.denise.montenegro@parklandmemorialhosp.com,HOSP-USA-00276,Parkland Memorial Hospital
DOC-00009464,Reyes,झा,Gynecology,Mid-Level,6,3.02,Average,58.63,565-696-9293,dr.reyes.झा@parklandmemorialhosp.com,HOSP-USA-00276,Parkland Memorial Hospital
DOC-00009465,Melody,Gauthier,Gynecology,Mid-Level,8,3.38,Average,64.65,054-200-5413,dr.melody.gauthier@parklandmemorialhosp.com,HOSP-USA-00276,Parkland Memorial Hospital
DOC-00009466,Osvaldo,Georges,Gynecology,Mid-Level,9,2.68,Average,51.11,+91 5012888500,dr.osvaldo.georges@parklandmemorialhosp.com,HOSP-USA-00276,Parkland Memorial Hospital
DOC-00009467,Jordan,邱,Gynecology,Mid-Level,10,2.92,Average,65.78,+39 3773254182,dr.jordan.邱@parklandmemorialhosp.com,HOSP-USA-00276,Parkland Memorial Hospital
DOC-00009468,تاليا,तमांग,Dermatology,Mid-Level,9,3.36,Average,66.64,+33 (0)3 25 66 11 15,dr.تاليا.तमांग@bayloruniversitymedi.com,HOSP-USA-00277,Baylor University Medical Center
DOC-00009469,ماذى,Fleming,Emergency Medicine,Mid-Level,12,2.73,Average,58.22,35562479545,dr.ماذى.fleming@bayloruniversitymedi.com,HOSP-USA-00277,Baylor University Medical Center
DOC-00009470,시우,Ramirez,Neurology,Mid-Level,7,2.82,Average,50.5,0411243198,dr.시우.ramirez@bayloruniversitymedi.com,HOSP-USA-00277,Baylor University Medical Center
DOC-00009471,명숙,曹,Neurology,Mid-Level,5,3.02,Average,51.77,080-7480-6074,dr.명숙.曹@bayloruniversitymedi.com,HOSP-USA-00277,Baylor University Medical Center
DOC-00009472,عمرو,लोबो,Pathology,Mid-Level,11,3.15,Average,59.45,1-102-232-8498,dr.عمرو.लोबो@bayloruniversitymedi.com,HOSP-USA-00277,Baylor University Medical Center
DOC-00009473,Gelsomina,류,Dermatology,Mid-Level,7,3.26,Average,68.02,+91 8577226781,dr.gelsomina.류@bayloruniversitymedi.com,HOSP-USA-00277,Baylor University Medical Center
DOC-00009474,欢,Cavalcante,Neurology,Mid-Level,5,2.84,Average,64.3,00054 067846,dr.欢.cavalcante@bayloruniversitymedi.com,HOSP-USA-00277,Baylor University Medical Center
DOC-00009475,聡太郎,Beier,Dermatology,Senior,18,4.01,Very Good,77.73,05700965690,dr.聡太郎.beier@bayloruniversitymedi.com,HOSP-USA-00277,Baylor University Medical Center
DOC-00009476,Nevenka,Monteiro,Infectious Disease,Mid-Level,11,2.94,Average,52.01,042-111-9396,dr.nevenka.monteiro@bayloruniversitymedi.com,HOSP-USA-00277,Baylor University Medical Center
DOC-00009477,Carolina,Russo,Psychiatry,Mid-Level,8,2.49,Average,54.27,+39 054900979,dr.carolina.russo@bayloruniversitymedi.com,HOSP-USA-00277,Baylor University Medical Center
DOC-00009478,Michelle,Dobes,Neurology,Junior,3,2.88,Average,49.22,15508750870,dr.michelle.dobes@bayloruniversitymedi.com,HOSP-USA-00277,Baylor University Medical Center
DOC-00009479,George,张,Emergency Medicine,Mid-Level,11,2.74,Average,62.0,(051) 9932 3130,dr.george.张@bayloruniversitymedi.com,HOSP-USA-00277,Baylor University Medical Center
DOC-00009480,Renan,Scott,Neurology,Senior,16,3.69,Good,81.23,+39 0963180709,dr.renan.scott@bayloruniversitymedi.com,HOSP-USA-00277,Baylor University Medical Center
